1000960892 233278308 21565787845  64986 238410430 parentesis_s: 5861751110281753756 
857079308 171033884 43081349995  65982 174796629 parentesis_s: 11522186542370929380 
812192627 153588332 42651070503  66261 156967275 parentesis_s: 11522186542388374932 
804558267 150714536 53720218373  66307 154030255 parentesis_s: 11522186542391248728 
806283937 151361754 75569928004  66297 154691712 parentesis_s: 11522186542390601510 
1037576497 250657318 70487223572  64708 256171778 parentesis_s: 5861751110264374746 
779164072 141350704 99101773091  66457 144460419 parentesis_s: 11522186542400612560 
774304133 139592888 65423034167  66485 142663931 parentesis_s: 11522186542402370376 
731829577 124698162 71052102070  66723 127441521 parentesis_s: 17182621974444196302 
834674023 162208621 32155103260  66123 165777210 parentesis_s: 11522186542379754643 
916218276 195451064 40412641250  65591 199750987 parentesis_s: 11522186542346512200 
835722355 162616338 66897339214  66117 166193897 parentesis_s: 11522186542379346926 
894744479 186396688 77066887057  65736 190497415 parentesis_s: 11522186542355566576 
877699928 179362754 31033271756  65849 183308734 parentesis_s: 11522186542362600510 
758447727 133934187 88713889267  66576 136880739 parentesis_s: 11522186542408029077 
878595523 179728980 64765693629  65843 183683017 parentesis_s: 11522186542362234284 
806074978 151283310 14892621547  66298 154611542 parentesis_s: 11522186542390679954 
736695863 126362031 51725842159  66697 129141995 parentesis_s: 17182621974442532433 
796670587 147773889 105797288858  66354 151024914 parentesis_s: 11522186542394189375 
934223700 203208513 47599960012  65467 207679100 parentesis_s: 5861751110311823551 
862165850 173069991 91956530824  65949 176877530 parentesis_s: 11522186542368893273 
912478666 193858825 54619473758  65617 198123719 parentesis_s: 11522186542348104439 
896858102 187278365 60913559070  65722 191398489 parentesis_s: 11522186542354684899 
907695266 191831657 54004496839  65649 196051953 parentesis_s: 11522186542350131607 
863240985 173501902 52004063920  65942 177318943 parentesis_s: 11522186542368461362 
758715201 134028670 66872522681  66574 136977300 parentesis_s: 11522186542407934594 
1025577075 244893212 59502406578  64800 250280862 parentesis_s: 5861751110270138852 
1057576797 260413783 47969983642  64552 266142886 parentesis_s: 5861751110254618281 
863245553 173503739 77785598380  65942 177320821 parentesis_s: 11522186542368459525 
801311382 149500540 76871111111  66327 152789551 parentesis_s: 11522186542392462724 
1043620194 253585891 11876929171  64661 259164780 parentesis_s: 5861751110261446173 
927230621 200177688 64495495173  65516 204581597 parentesis_s: 5861751110314854376 
738316291 126918532 70713843775  66688 129710739 parentesis_s: 17182621974441975932 
1023669324 243982971 35928351115  64815 249350596 parentesis_s: 5861751110271049093 
898718780 188056250 58185257988  65710 192193487 parentesis_s: 11522186542353907014 
745429446 129375853 70561464374  66649 132222121 parentesis_s: 17182621974439518611 
798666351 148515203 58005782761  66342 151782537 parentesis_s: 11522186542393448061 
976440561 221989156 44328867774  65167 226872917 parentesis_s: 5861751110293042908 
776464096 140372778 78782274852  66473 143460979 parentesis_s: 11522186542401590486 
907945320 191937364 34385901411  65648 196159985 parentesis_s: 11522186542350025900 
1063897329 263535773 34019496484  64502 269333559 parentesis_s: 201315678224565091 
719291847 120462095 81494545896  66791 123112261 parentesis_s: 17182621974448432369 
743114305 128573475 52298281722  66661 131402091 parentesis_s: 17182621974440320989 
865099509 174249792 41667764509  65931 178083287 parentesis_s: 11522186542367713472 
922409947 198101650 32871727879  65549 202459886 parentesis_s: 11522186542343861614 
875165504 178328403 1570067614  65865 182251627 parentesis_s: 11522186542363634861 
760374381 134615506 90070833217  66565 137577047 parentesis_s: 11522186542407347758 
861885905 172957618 88886116233  65951 176762685 parentesis_s: 11522186542369005646 
1052327291 257834961 37017603951  64593 263507330 parentesis_s: 5861751110257197103 
795753374 147433819 70239155588  66360 150677363 parentesis_s: 11522186542394529445 
755885577 133030816 89299711721  66590 135957493 parentesis_s: 11522186542408932448 
785705235 143733973 92000536285  66419 146896120 parentesis_s: 11522186542398229291 
808744149 152286863 31188749752  66282 155637173 parentesis_s: 11522186542389676401 
911520123 193451748 4506169671  65623 197707686 parentesis_s: 11522186542348511516 
720875876 120993244 82181809270  66783 123655095 parentesis_s: 17182621974447901220 
724016683 122049860 79871263766  66766 124734956 parentesis_s: 17182621974446844604 
975438242 221533645 29669273769  65174 226407385 parentesis_s: 5861751110293498419 
748645474 130494601 61521065393  66631 133365482 parentesis_s: 17182621974438399863 
781722820 142280610 69715946431  66442 145410783 parentesis_s: 11522186542399682654 
746435099 129725168 40509853256  66643 132579121 parentesis_s: 17182621974439169296 
927072285 200109328 55266031112  65517 204511733 parentesis_s: 5861751110314922736 
784728079 143376681 106986573222  66424 146530967 parentesis_s: 11522186542398586583 
835666580 162594633 58961500718  66117 166171714 parentesis_s: 11522186542379368631 
963458164 216125425 68073710600  65261 220880184 parentesis_s: 5861751110298906639 
937643617 204699009 43466043277  65443 209202387 parentesis_s: 5861751110310333055 
836698938 162996610 70510763987  66111 166582535 parentesis_s: 11522186542378966654 
824023945 158095607 57781737283  66189 161573710 parentesis_s: 11522186542383867657 
757160490 133479947 51990626839  66583 136416505 parentesis_s: 11522186542408483317 
946518272 208592237 60967105601  65381 213181266 parentesis_s: 5861751110306439827 
892431138 185434086 67142920904  65752 189513635 parentesis_s: 11522186542356529178 
960654032 214869195 29018875610  65281 219596317 parentesis_s: 5861751110300162869 
732302618 124859419 72768241446  66721 127606326 parentesis_s: 17182621974444035045 
813327131 154017708 60198143517  66254 157406097 parentesis_s: 11522186542387945556 
928728209 200824832 32908885977  65505 205242978 parentesis_s: 5861751110314207232 
862862094 173349630 68561575871  65945 177163321 parentesis_s: 11522186542368613634 
898023354 187765328 64080759587  65714 191896165 parentesis_s: 11522186542354197936 
831941875 161148440 86278305989  66140 164693705 parentesis_s: 11522186542380814824 
775404850 139990048 45777880067  66479 143069829 parentesis_s: 11522186542401973216 
849856130 168163199 55846181175  66028 171862789 parentesis_s: 11522186542373800065 
806029017 151266058 86336319579  66298 154593911 parentesis_s: 11522186542390697206 
753753734 132281494 117859169580  66602 135191686 parentesis_s: 11522186542409681770 
768574946 137534795 63938732874  66518 140560560 parentesis_s: 11522186542404428469 
974029774 220894348 37388064673  65184 225754023 parentesis_s: 5861751110294137716 
802540274 149959440 60460989188  66319 153258547 parentesis_s: 11522186542392003824 
896780216 187245839 47118069051  65723 191365247 parentesis_s: 11522186542354717425 
725482845 122544671 101347959236  66758 125240653 parentesis_s: 17182621974446349793 
1039207558 251446000 66755100981  64695 256977811 parentesis_s: 5861751110263586064 
871150791 176696037 33452399165  65891 180583349 parentesis_s: 11522186542365267227 
802342380 149885493 63240047864  66320 153182973 parentesis_s: 11522186542392077771 
1059178816 261203331 57365793475  64539 266949804 parentesis_s: 5861751110253828733 
807046139 151648062 76667565408  66292 154984319 parentesis_s: 11522186542390315202 
876127687 178720737 51633862730  65859 182652593 parentesis_s: 11522186542363242527 
1060171016 261692931 32118751443  64531 267450175 parentesis_s: 5861751110253339133 
820239322 156646721 63025078715  66212 160092948 parentesis_s: 11522186542385316543 
1013261680 239047043 12303340773  64894 244306077 parentesis_s: 5861751110275985021 
805509083 151070971 34843799225  66301 154394532 parentesis_s: 11522186542390892293 
817658329 155662452 49463270976  66228 159087025 parentesis_s: 11522186542386300812 
787050226 144226490 59543090649  66411 147399472 parentesis_s: 11522186542397736774 
953203943 211549400 54535389007  65334 216203486 parentesis_s: 5861751110303482664 
747666844 130153659 77439837096  66636 133017039 parentesis_s: 17182621974438740805 
950079527 210164838 52597791736  65356 214788464 parentesis_s: 5861751110304867226 
854939161 170180799 42790649555  65996 173924776 parentesis_s: 11522186542371782465 
716568349 119551596 65802920459  66806 122181731 parentesis_s: 17182621974449342868 
819369107 156314515 91379804612  66217 159753434 parentesis_s: 11522186542385648749 
884380151 182103424 36338980792  65805 186109699 parentesis_s: 11522186542359859840 
837284710 163224918 80586423198  66107 166815866 parentesis_s: 11522186542378738346 
795650228 147395600 124078972157  66360 150638303 parentesis_s: 11522186542394567664 
779861923 141604016 66150014311  66453 144719304 parentesis_s: 11522186542400359248 
780994535 142015624 47294581421  66446 145139967 parentesis_s: 11522186542399947640 
821236955 157028002 77836207519  66206 160482618 parentesis_s: 11522186542384935262 
951376317 210738949 28200499676  65347 215375205 parentesis_s: 5861751110304293115 
819902013 156517911 73781976161  66214 159961305 parentesis_s: 11522186542385445353 
793317630 146532631 105791315532  66374 149756348 parentesis_s: 11522186542395430633 
772278486 138863469 41257386494  66497 141918465 parentesis_s: 11522186542403099795 
745258266 129316440 87003368968  66649 132161401 parentesis_s: 17182621974439578024 
843426407 165628293 84237445417  66068 169272115 parentesis_s: 11522186542376334971 
838151004 163562853 64256102136  66102 167161235 parentesis_s: 11522186542378400411 
895939181 186894791 68941125520  65728 191006476 parentesis_s: 11522186542355068473 
875506217 178467281 34900111859  65863 182393561 parentesis_s: 11522186542363495983 
897717677 187637523 75703235145  65716 191765548 parentesis_s: 11522186542354325741 
923904676 198744202 70952419249  65539 203116574 parentesis_s: 11522186542343219062 
1021896033 243138406 37149783490  64828 248487450 parentesis_s: 5861751110271893658 
851778431 168924800 48262960985  66016 172641145 parentesis_s: 11522186542373038464 
768179461 137393289 71053342996  66520 140415941 parentesis_s: 11522186542404569975 
970229754 219174142 42157844880  65212 223995973 parentesis_s: 5861751110295857922 
896338753 187061531 68721833504  65726 191176884 parentesis_s: 11522186542354901733 
814537445 154476438 69287855367  66247 157874919 parentesis_s: 11522186542387486826 
732752161 125012763 84763620449  66718 127763043 parentesis_s: 17182621974443881701 
985084480 225936861 12479012909  65104 230907471 parentesis_s: 5861751110289095203 
789383178 145082781 53285755917  66397 148274602 parentesis_s: 11522186542396880483 
764967314 136246669 93756257992  66539 139244095 parentesis_s: 11522186542405716595 
778736873 141195747 74126996059  66459 144302053 parentesis_s: 11522186542400767517 
842579675 165295905 22825438936  66074 168932414 parentesis_s: 11522186542376667359 
799157703 148697997 86312608962  66339 151969352 parentesis_s: 11522186542393265267 
911670668 193515654 14155182980  65622 197772998 parentesis_s: 11522186542348447610 
826153367 158913756 66637712154  66176 162409858 parentesis_s: 11522186542383049508 
863784549 173720472 97199976901  65939 177542322 parentesis_s: 11522186542368242792 
1013245733 239039518 33619349479  64894 244298387 parentesis_s: 5861751110275992546 
1066698908 264925547 34210143046  64480 270753909 parentesis_s: 201315678223175317 
907683321 191826608 19929172565  65649 196046793 parentesis_s: 11522186542350136656 
786130623 143889653 79415902202  66416 147055225 parentesis_s: 11522186542398073611 
893088444 185707343 54895922463  65747 189792904 parentesis_s: 11522186542356255921 
875444446 178442098 86538431626  65863 182367824 parentesis_s: 11522186542363521166 
783803390 143038983 64792394827  66430 146185840 parentesis_s: 11522186542398924281 
926380879 199810958 56701243131  65522 204206799 parentesis_s: 5861751110315221106 
782537783 142577426 45130863500  66437 145714129 parentesis_s: 11522186542399385838 
782334707 142503435 110429535874  66438 145638510 parentesis_s: 11522186542399459829 
972053232 219998761 66552307617  65199 224838733 parentesis_s: 5861751110295033303 
784403970 143258270 143214030541  66426 146409951 parentesis_s: 11522186542398704994 
788057490 144595887 49740688675  66405 147776996 parentesis_s: 11522186542397367377 
751055516 131336131 46675967507  66617 134225525 parentesis_s: 11522186542410627133 
809326646 152506311 84469775306  66278 155861449 parentesis_s: 11522186542389456953 
762347696 135315118 70178775552  66553 138292050 parentesis_s: 11522186542406648146 
913124199 194133213 39747968932  65612 198404143 parentesis_s: 11522186542347830051 
944040877 207501737 88397225259  65398 212066775 parentesis_s: 5861751110307530327 
903298559 189977764 67332365840  65679 194157274 parentesis_s: 11522186542351985500 
743720876 128783458 123030853750  66658 131616694 parentesis_s: 17182621974440111006 
907503148 191750462 43453468632  65651 195968972 parentesis_s: 11522186542350212802 
724928902 122357605 94766245291  66761 125049472 parentesis_s: 17182621974446536859 
810370711 152900044 80679478077  66272 156263844 parentesis_s: 11522186542389063220 
726910057 123027300 129897073502  66750 125733900 parentesis_s: 17182621974445867164 
1037507790 250624123 40253959485  64709 256137853 parentesis_s: 5861751110264407941 
810513193 152953815 85571954470  66271 156318798 parentesis_s: 11522186542389009449 
731428350 124561467 76128352533  66726 127301819 parentesis_s: 17182621974444332997 
721773931 121294895 47453416342  66778 123963382 parentesis_s: 17182621974447599569 
876249460 178770422 60955901257  65858 182703371 parentesis_s: 11522186542363192842 
901175016 189085586 49859691443  65693 193245468 parentesis_s: 11522186542352877678 
891539582 185063766 72044490922  65758 189135168 parentesis_s: 11522186542356899498 
863934753 173780894 64175680411  65938 177604073 parentesis_s: 11522186542368182370 
949551032 209931089 71019448525  65360 214549572 parentesis_s: 5861751110305100975 
970606139 219344225 46726431745  65209 224169797 parentesis_s: 5861751110295687839 
1030183082 247097849 52066028931  64765 252534001 parentesis_s: 5861751110267934215 
759812641 134416681 57442451780  66568 137373847 parentesis_s: 11522186542407546583 
1003884376 234642960 39222641980  64964 239805105 parentesis_s: 5861751110280389104 
859887748 172156593 84809007805  65964 175944038 parentesis_s: 11522186542369806671 
914090067 194544124 58851800746  65606 198824094 parentesis_s: 11522186542347419140 
722791793 121637241 73170256982  66772 124313260 parentesis_s: 17182621974447257223 
1016739846 240690986 22148212350  64867 245986187 parentesis_s: 5861751110274341078 
803811794 150434998 89297956938  66312 153744567 parentesis_s: 11522186542391528266 
800881778 149340280 67454776600  66329 152625766 parentesis_s: 11522186542392622984 
1035302160 249559656 47232489963  64726 255049968 parentesis_s: 5861751110265472408 
1015456993 240083994 39079149782  64877 245365841 parentesis_s: 5861751110274948070 
913731394 194391482 52155945377  65608 198668094 parentesis_s: 11522186542347571782 
1073896305 268512702 45114719315  64422 274419981 parentesis_s: 201315678219588162 
880037764 180319525 24785329662  65833 184286554 parentesis_s: 11522186542361643739 
886660177 183043598 69708856142  65790 187070557 parentesis_s: 11522186542358919666 
838551952 163719378 75643961760  66099 167321204 parentesis_s: 11522186542378243886 
970433564 219266233 29466482270  65210 224090090 parentesis_s: 5861751110295765831 
1072888692 268009059 47780432084  64430 273905258 parentesis_s: 201315678220091805 
847843087 167367490 58913423089  66041 171049574 parentesis_s: 11522186542374595774 
872834173 177379579 66383819840  65880 181281929 parentesis_s: 11522186542364583685 
784181440 143176999 52369594668  66428 146326892 parentesis_s: 11522186542398786265 
772887154 139082445 93407279644  66493 142142258 parentesis_s: 11522186542402880819 
883149502 181596968 56473610776  65813 185592101 parentesis_s: 11522186542360366296 
734882548 125740738 76448625851  66707 128507034 parentesis_s: 17182621974443153726 
967150080 217784959 60578192400  65234 222576228 parentesis_s: 5861751110297247105 
1060624318 261916765 53370483440  64528 267678933 parentesis_s: 5861751110253115299 
866909709 174979782 62307881088  65919 178829337 parentesis_s: 11522186542366983482 
1042429797 253007719 29415925715  64670 258573888 parentesis_s: 5861751110262024345 
1013200109 239017992 46464894230  64894 244276387 parentesis_s: 5861751110276014072 
877754624 179385109 88131948671  65848 183331581 parentesis_s: 11522186542362578155 
733990184 125435551 70678694477  66712 128195133 parentesis_s: 17182621974443458913 
916137422 195416569 56537740298  65592 199715733 parentesis_s: 11522186542346546695 
725201788 122449741 74675742903  66759 125143635 parentesis_s: 17182621974446444723 
824768438 158381410 57992526653  66184 161865801 parentesis_s: 11522186542383581854 
776827300 140504132 90905593785  66470 143595222 parentesis_s: 11522186542401459132 
744774654 129148663 69349040336  66652 131989933 parentesis_s: 17182621974439745801 
773890845 139443911 49542422910  66487 142511677 parentesis_s: 11522186542402519353 
831390426 160934878 27838721874  66144 164475445 parentesis_s: 11522186542381028386 
837823720 163435141 22523310532  66104 167030714 parentesis_s: 11522186542378528123 
866556998 174837426 71468938244  65921 178683849 parentesis_s: 11522186542367125838 
1065576147 264368142 72111035051  64489 270184241 parentesis_s: 201315678223732722 
1059965250 261591358 65036887717  64533 267346367 parentesis_s: 5861751110253440706 
968708232 218487260 20582042221  65223 223293979 parentesis_s: 5861751110296544804 
735565351 125974506 75000078782  66703 128745945 parentesis_s: 17182621974442919958 
833943699 161924886 92961722989  66128 165487233 parentesis_s: 11522186542380038378 
1009224828 237146102 18446744067052656224  64924 242363316 parentesis_s: 5861751110277885962 
957820687 213603598 55310198145  65301 218302877 parentesis_s: 5861751110301428466 
716758525 119615062 118132939685  66805 122246593 parentesis_s: 17182621974449279402 
1004914051 235124549 49156734313  64957 240297289 parentesis_s: 5861751110279907515 
761981715 135185228 78072508199  66556 138159302 parentesis_s: 11522186542406778036 
852957939 169392965 63810649685  66008 173119610 parentesis_s: 11522186542372570299 
1025772927 244986754 105275498872  64799 250376462 parentesis_s: 5861751110270045310 
897247836 187441166 67119624088  65719 191564871 parentesis_s: 11522186542354522098 
988612893 227558299 47561043400  65078 232564581 parentesis_s: 5861751110287473765 
731208220 124486503 78279951780  66727 127225206 parentesis_s: 17182621974444407961 
755079867 132747368 46475969122  66595 135667810 parentesis_s: 11522186542409215896 
720449741 120850240 56683453442  66785 123508945 parentesis_s: 17182621974448044224 
961974020 215460084 47166945465  65271 220200205 parentesis_s: 5861751110299571980 
871718679 176926482 32822866234  65888 180818864 parentesis_s: 11522186542365036782 
796355962 147657193 69069798310  66356 150905651 parentesis_s: 11522186542394306071 
829539438 160219073 42552070091  66155 163743892 parentesis_s: 11522186542381744191 
1015325654 240021893 41291394043  64878 245302374 parentesis_s: 5861751110275010171 
910696142 193102160 79703233051  65629 197350407 parentesis_s: 11522186542348861104 
720303353 120801134 38142581817  66786 123458758 parentesis_s: 17182621974448093330 
752018957 131673298 94603690847  66612 134570110 parentesis_s: 11522186542410289966 
855419539 170372097 96483592915  65993 174120283 parentesis_s: 11522186542371591167 
1035218246 249519203 73619663825  64726 255008625 parentesis_s: 5861751110265512861 
768470101 137497274 25181472906  66519 140522214 parentesis_s: 11522186542404465990 
808979838 152375637 64110961094  66281 155727900 parentesis_s: 11522186542389587627 
858784008 171714921 78493737813  65971 175492649 parentesis_s: 11522186542370248343 
808933128 152358041 42754950339  66281 155709917 parentesis_s: 11522186542389605223 
1038441578 251075464 33172083392  64701 256599124 parentesis_s: 5861751110263956600 
722598840 121572307 82741544176  66773 124246897 parentesis_s: 17182621974447322157 
798937275 148615978 26300694369  66341 151885529 parentesis_s: 11522186542393347286 
1063757158 263466334 40797203888  64503 269262593 parentesis_s: 201315678224634530 
741951488 128171409 91552141286  66668 130991179 parentesis_s: 17182621974440723055 
972037332 219991564 53383045132  65199 224831378 parentesis_s: 5861751110295040500 
1023735003 244014280 26897571826  64814 249382594 parentesis_s: 5861751110271017784 
896913260 187301401 48554076768  65722 191422031 parentesis_s: 11522186542354661863 
802832332 150068605 51807191433  66317 153370114 parentesis_s: 11522186542391894659 
1054011963 258661158 72403755523  64580 264351703 parentesis_s: 5861751110256370906 
744703891 129124122 62762300686  66653 131964852 parentesis_s: 17182621974439770342 
736427175 126269875 114260932999  66698 129047812 parentesis_s: 17182621974442624589 
727633795 123272403 88346527536  66746 125984395 parentesis_s: 17182621974445622061 
720085821 120728181 83984743417  66787 123384200 parentesis_s: 17182621974448166283 
737739706 126720376 76374592230  66691 129508224 parentesis_s: 17182621974442174088 
960381364 214747238 51372154043  65283 219471677 parentesis_s: 5861751110300284826 
1059168937 261198458 63275159698  64539 266944824 parentesis_s: 5861751110253833606 
908374756 192118970 79792805664  65645 196345587 parentesis_s: 11522186542349844294 
1051098260 257233053 58530777628  64603 262892180 parentesis_s: 5861751110257799011 
809050105 152402108 48216277596  66280 155754954 parentesis_s: 11522186542389561156 
824797695 158392646 43324023244  66184 161877284 parentesis_s: 11522186542383570618 
760971793 134827119 103930751330  66561 137793315 parentesis_s: 11522186542407136145 
740560765 127691367 62334763068  66675 130500577 parentesis_s: 17182621974441203097 
726279769 122814044 81932741557  66753 125515952 parentesis_s: 17182621974446080420 
732313718 124863204 65234836896  66721 127610194 parentesis_s: 17182621974444031260 
750054537 130986284 111383588408  66623 133867982 parentesis_s: 17182621974437908180 
915765301 195257851 40786135229  65594 199553523 parentesis_s: 11522186542346705413 
727743247 123309491 67267973213  66746 126022299 parentesis_s: 17182621974445584973 
821344488 157069127 24602090531  66205 160524647 parentesis_s: 11522186542384894137 
812700580 153780503 27086841600  66258 157163674 parentesis_s: 11522186542388182761 
875346796 178402292 58066679196  65864 182327142 parentesis_s: 11522186542363560972 
814393190 154421727 37995033973  66248 157819004 parentesis_s: 11522186542387541537 
964006020 216371288 63066474113  65257 221131456 parentesis_s: 5861751110298660776 
772532761 138954926 103885221581  66495 142011934 parentesis_s: 11522186542403008338 
736675020 126354881 105971922728  66697 129134688 parentesis_s: 17182621974442539583 
816216511 155113961 47810520975  66237 158526468 parentesis_s: 11522186542386849303 
